"INSTITUTION","WEBADDR","CITY","STATE","ACCREDITED (Y/N)","ACCREDITATION","PUBLIC","PRIVATE","4-YEAR","2 YEAR (Assoc.)","GRAD","TECHNICAL","APPRENTICE","K-12","# TOTAL PROG","# STEM PROG","ACADEMIC","ONLINE/IN PERSON","START DATE","PROG LENGTH","# BATT SPECIFIC PROGRAMS","# BATT RELATED","BATT SPECIFIC","SPECIFIC PROGRAM TYPE","COURSE #","PROG NAME","PROG POC","PROG E-MAIL","PROG PHONE","PROG WEB","PROG PREREQ:","PROG COST","AVENUES FOR FUNDING","PROG ADDRESS","PROSPECTIVE JOBS (Rough Estimate)"
"University of North Carolina at Charlotte","https://www.charlotte.edu/","Charlotte","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","Yes","170","99","Yes","In Person","Fall/Spring","4 years","2","5","No","Bachelor's","Program","Electrical Engineering, Power and Energy Systems Concentration","Jim Conrad","jmconrad@charlotte.edu","704-687-8597","https://academics.charlotte.edu/program/electrical-engineering-power-and-energy-systems-concentration-b-s-e-e-on-campus/","Highschool diploma/GED","https://ninercentral.charlotte.edu/faqs/","Financial Aid: Scholarships, Grants, Loans","EPIC 2254, Elec & Computer Engr (Coeng), Charlotte, NC 28223-0001","Electrical engineer, electrical technician, systems engineer, power technician"
"University of North Carolina at Charlotte","https://www.charlotte.edu/","Charlotte","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","Yes","170","99","Yes","In Person","Fall/Spring","4 years","2","5","No","Bachelor's","Program","Electromechanical Engineering Technology, Applied Energy Concentration","Austin Fifield","afifield@charlotte.edu","704-687-0215","https://academics.charlotte.edu/program/electromechanical-engineering-technology-applied-energy-concentration-b-s-e-t-on-campus/","Highschool diploma/GED","https://ninercentral.charlotte.edu/faqs/","Financial Aid: Scholarships, Grants, Loans","Engineering Technology and Construction Management, Charlotte, NC 28223-0001","Electrical engineer, electrical technician, systems engineer, power technician"
"University of North Carolina at Charlotte","https://www.charlotte.edu/","Charlotte","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","Yes","170","99","Yes","In Person","Fall/Spring","4 years","2","5","No","Bachelor's","Program","Mechanical Engineering Technology, Applied Energy Concentration","Austin Fifield","afifield@charlotte.edu","704-687-0215","https://academics.charlotte.edu/program/mechanical-engineering-technology-applied-energy-concentration-b-s-e-t-on-campus/","Highschool diploma/GED","https://ninercentral.charlotte.edu/faqs/","Financial Aid: Scholarships, Grants, Loans","Engineering Technology and Construction Management, Charlotte, NC 28223-0001","Mechanical design engineer, automotive engineer, aerospace engineer, energy systems engineer, robotics engineer, HVAC engineer"
"University of North Carolina at Charlotte","https://www.charlotte.edu/","Charlotte","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","Yes","170","99","Yes","In Person","Fall/Spring/Summer","4 years","2","5","No","Bachelor's","Program","Mechanical Engineering, Energy Engineering Concentration","Austin Fifield","afifield@charlotte.edu","704-687-0215","https://academics.charlotte.edu/program/mechanical-engineering-energy-engineering-concentration-b-s-m-e-on-campus/","Highschool diploma/GED","https://ninercentral.charlotte.edu/faqs/","Financial Aid: Scholarships, Grants, Loans","Engineering Technology and Construction Management, Charlotte, NC 28223-0001","Mechanical design engineer, automotive engineer, aerospace engineer, energy systems engineer, robotics engineer, HVAC engineer"
"University of North Carolina at Charlotte","https://www.charlotte.edu/","Charlotte","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","Yes","170","99","Yes","In Person","Fall/Spring","2 years","2","5","Yes","Master's","Program","Mechanical Engineering","Terry Xu","megrad@charlotte.edu","704-687-8353","https://academics.charlotte.edu/program/mechanical-engineering-m-s-m-e-on-campus/","Bachelors Degree","https://ninercentral.charlotte.edu/faqs/","Financial Aid: Scholarships, Grants, Loans","256 Engineering Research, Mechanical Engineering (Coeng), Charlotte, NC 28223-0001","Mechanical design engineer, automotive engineer, aerospace engineer, energy systems engineer, robotics engineer, HVAC engineer"
"University of North Carolina at Charlotte","https://www.charlotte.edu/","Charlotte","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","Yes","170","99","Yes","In Person","Fall/Spring","4-5 years","2","5","Yes","PhD","Program","PhD in Engineering","Terry Xu","megrad@charlotte.edu","704-687-8353","https://academics.charlotte.edu/program/mechanical-engineering-ph-d-on-campus/","Bachelors Degree","https://ninercentral.charlotte.edu/faqs/","Financial Aid: Scholarships, Grants, Loans","256 Engineering Research, Mechanical Engineering (Coeng), Charlotte, NC 28223-0001","Electrical engineer, software engineer, broadcast engineer, control and instrumentation engineer, electronics engineer, systems design engineer, network engineer, systems analyst"
"North Carolina A & T State University","www.ncat.edu/","Greensboro","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","112","43","Yes","In Person & Online","Fall","4 years","1","1","No","Bachelor's","Program","Electrical Engineering","Kory Bennett","kory@ncat.edu","336-285-4990","https://www.ncat.edu/coe/departments/ece/undergraduate-programs/bs-electrical-engineering.php","Highschool diploma/GED","https://www.ncat.edu/admissions/financial-aid/cost-of-attendance.php","Financial Aid: Scholarships, Grants, Loans","Martin Engineering Research and Innovation Complex, Suite 435, 1101 East Market Street, Greensboro, NC 27411","Electrical engineer, electrical technician, systems engineer, power technician"
"North Carolina A & T State University","www.ncat.edu/","Greensboro","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","112","43","Yes","In Person","Fall","2-6 years","1","1","Yes","Research","Program","College of Science and Technology Research","Office of Student Success (Recruitment and Student Support)","Unknown","336-334-7359","https://www.ncat.edu/cost/cost-areas-of-research.php#:~:text=New%20materials%20for%20Battery%20Technology%20Applications","Contact POC for more information","Contact POC for more information","Grants","Price Hall, 402 Laurel St, Greensboro, NC 27405","Battery systems engineer, battery specialist, battery management specialist"
"Appalachian State University","https://www.appstate.edu/","Boone","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","417","40","Yes","In person","Fall","1 year","1","4","No","Certificate","Program","Electrical Vehicle Certificate","College of Arts and Sciences Advising","casadvising@appstate.edu
","828-262-3078","https://bulletin.appstate.edu/preview_program.php?catoid=34&poid=15290&returnto=2107","Highschool diploma/GED","https://www.appstate.edu/costs/#undergrad-costs","Financial Aid: Scholarships, Grants, Loans","I.G. Greater Hall, Boone, NC 38608","Mechanical design engineer, automotive engineer, aerospace engineer, energy systems engineer, robotics engineer, HVAC engineer"
"Appalachian State University","https://www.appstate.edu/","Boone","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","417","40","Yes","In Person","Fall","4 years","1","4","No","Bachelor's","Program","Renewable Energy Technology","Dr. Brian Raichle","raichlebw@appstate.edu","828-262-6531","https://www.appstate.edu/academics/majors/id/renewable-energy-technology","Highschool diploma/GED","https://www.appstate.edu/costs/#undergrad-costs","Financial Aid: Scholarships, Grants, Loans","College of Fine and Applied Arts, East Hall, 175 Locust Street, Boone, NC 28608","Energy systems engineer, energy materials engineer, battery engineer"
"Appalachian State University","https://www.appstate.edu/","Boone","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","417","40","Yes","In Person","Fall","2 years","1","4","No","Master's","Program","Renewable Energy Engineerng Concentration & Engineering Physics - Systems and Laboratory Automation Concentration","Andrew Windham","windhamaw@appstate.edu","828-262-8224","https://bulletin.appstate.edu/preview_program.php?catoid=33&poid=14781&returnto=2073","Bachelors Degree","https://www.appstate.edu/costs/#undergrad-costs","Financial Aid: Scholarships, Grants, Loans","Sustainable Technology and the Built Environment, 397 Rivers Street, Rm 20 Katherine Harper Hall, Boone, NC 28608","Energy systems engineer, energy materials engineer, battery engineer"
"Appalachian State University","https://www.appstate.edu/","Boone","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","417","40","Yes","In Person","Fall/Spring","1 semester","1","4","No","Course","TEC 5628","Solar Thermal Energy Technology","Dr. Ok-Youn Yu","yun@appstate.edu","828-262-2527","https://bulletin.appstate.edu/preview_course_nopop.php?catoid=34&coid=123589","Contact POC for more information","https://www.appstate.edu/costs/#undergrad-costs","Financial Aid: Scholarships, Grants, Loans","John E. Thomas Hall, 287 Rivers St, Boone, NC 28606","Energy systems engineer, energy materials engineer, battery engineer"
"Appalachian State University","https://www.appstate.edu/","Boone","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","417","40","Yes","In Person","Fall/Spring","1 semester","1","4","Yes","Course","TEC 4633","Battery-Based PV Systems","Dr. Ok-Youn Yu","yun@appstate.edu","828-262-2527","https://bulletin.appstate.edu/preview_course_nopop.php?catoid=28&coid=103895","Contact POC for more information","https://www.appstate.edu/costs/#undergrad-costs","Financial Aid: Scholarships, Grants, Loans","John E. Thomas Hall, 287 Rivers St, Boone, NC 28606","Battery systems engineer, battery specialist, battery management specialist"
"East Carolina University","https://www.ecu.edu/","Greenville","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","Yes","279","50","Yes","In Person","Fall","4 years","0","2","No","Bachelor's","Program","Bachelor of Engineering - Electrical Engineering Concentration","Dr. Chris Venters","ventersc@ecu.edu","252-737-1028","https://cet.ecu.edu/engineering/electrical-engineering/","Highschool diploma/GED","https://admissions.ecu.edu/afford/tuition-fees/","Financial Aid: Scholarships, Grants, Loans","Department of Engineering, East 5th Street, Greenville, NC 27858-4353","Electrical engineer, electrical technician, systems engineer, power technician"
"East Carolina University","https://www.ecu.edu/","Greenville","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","Yes","279","50","Yes","In Person","Fall","2 years","0","2","No","Master's","Program","Mechanical Engineering Masters","Dr. Brian Sylcott","sylcottb15@ecu.edu","252-737-4652","https://cet.ecu.edu/engineering/ms-mechanical-engineering/","Bachelors degree from ABET-accredited engineering, physics, or chemistry program; minimum 3.0 GPA","https://gradschool.ecu.edu/tuition-and-fees/","Financial Aid: Scholarships, Grants, Loans","Department of Engineering, East 5th Street, Greenville, NC 27858-4353","Mechanical design engineer, automotive engineer, aerospace engineer, energy systems engineer, robotics engineer, HVAC engineer"
"Western Carolina University","www.wcu.edu/","Cullowhee","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","139","18","Yes","In Person","Fall","4 years","0","2","No","Bachelor's","Program","Electrical Engineering","College of Engineering and Technology","set@wcu.edu","828-227-2775","https://www.wcu.edu/_files/cet/BSEE8SemesterPlan.pdf","Highschool diploma/GED","https://www.wcu.edu/apply/financial-aid/COA.aspx","Financial Aid: Scholarships, Grants, Loans","220 Belk Building, 389 Centennial Drive, Cullowhee, NC 28723","Electrical engineer, software engineer, broadcast engineer, control and instrumentation engineer, electronics engineer, systems design engineer, network engineer, systems analyst"
"Western Carolina University","www.wcu.edu/","Cullowhee","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","139","18","Yes","In Person","Fall","4 years","0","2","No","Bachelor's","Program","Electrical Engineering - Electric Power & Clean Energy Concentration","College of Engineering and Technology","set@wcu.edu","828-227-2775","https://www.wcu.edu/_files/learn/BSEEEEPCE-8SemPlan-Fall24.pdf","Highschool diploma/GED","https://www.wcu.edu/apply/financial-aid/COA.aspx","Financial Aid: Scholarships, Grants, Loans","220 Belk Building, 389 Centennial Drive, Cullowhee, NC 28723","Electrical engineer, software engineer, broadcast engineer, control and instrumentation engineer, electronics engineer, systems design engineer, network engineer, systems analyst"
"Elon University","www.elon.edu/","Elon","North Carolina","Yes","SACSCOC","No","Yes","Yes","No","Yes","Yes","Yes","Yes","141","16","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Engineering - Mechanical Concentration","Dr. Scott Wolter","swolter2@elon.edu","336-278-6254","https://elon.smartcatalogiq.com/en/2024-2025/academic-catalog/academic-programs/the-college-of-arts-and-sciences/engineering/engineering-bs-mechanical-concentration/","Highschool diploma/GED","https://www.elon.edu/u/admissions/undergraduate/financial-aid/tuition-and-aid/","Financial Aid: Scholarships, Grants, Loans","Innovation Hall, 2630 Campus Box, Elon, NC 27244","Mechanical design engineer, automotive engineer, aerospace engineer, energy systems engineer, robotics engineer, HVAC engineer"
"Clemson University","www.clemson.edu/","Clemson","South Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","379","177","Yes","In Person","Fall","4 years","3","2","No","Bachelor's","Program","Electrical Engineering","Christopher Porter","cporter@clemson.edu","864-656-7870","https://www.clemson.edu/degrees/electrical-engineering","Highschool diploma/GED","https://www.clemson.edu/financial-aid/","Financial Aid: Scholarships, Grants, Loans","105 Sikes Hall, Clemson, SC 29634","Electrical engineer, electrical technician, systems engineer, power technician"
"Clemson University","www.clemson.edu/","Clemson","South Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","379","177","Yes","In Person","Fall","4 years","3","2","No","Bachelor's","Program","Automotive Engineering","Christopher Porter","cporter@clemson.edu","864-656-7870","https://www.clemson.edu/degrees/automotive-engineering","Highschool diploma/GED","https://www.clemson.edu/financial-aid/","Financial Aid: Scholarships, Grants, Loans","105 Sikes Hall, Clemson, SC 29634","Mechanical design engineer, automotive engineer, aerospace engineer, energy systems engineer, robotics engineer, HVAC engineer"
"Clemson University","www.clemson.edu/","Clemson","South Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","379","177","No","In Person","Fall","2-6 years","3","2","Yes","Research","Program","Energy Systems","Chris S. Edrington","cedring@clemson.edu","864-656-5925","https://www.clemson.edu/cecas/departments/ece/research/areas/energy.html","Contact POC for more information","Contact POC for more information","Grants","105 Sikes Hall, Clemson, SC 29634","Energy systems engineer, energy materials engineer, battery engineer"
"Clemson University","www.clemson.edu/","Clemson","South Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","Yes","Yes","379","177","No","In Person","Fall","2-6 years","3","2","Yes","Research","Program","Energy Material and Manufacturing Lab","Tianyu Zhu","tzhu2@clemson.edu","864-656-9717","http://www.zhuchemistry.org/index.html","Contact POC for more information","Contact POC for more information","Grants","91 Technology Drive (AMRL), Anderson, SC 29625","Energy systems engineer, energy materials engineer, battery engineer"
